Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Suffolk,E10000029,Upper tier local authority,2020-04-02,21,NA,NA,240,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-04-02,58,NA,NA,530,NA,NA
Somerset,E10000027,Upper tier local authority,2020-04-02,19,NA,NA,105,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-04-02,70,NA,NA,442,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-04-02,40,NA,NA,408,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-04-02,19,NA,NA,235,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-04-02,51,NA,NA,417,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-04-02,27,NA,NA,279,NA,NA
Lincolnshire,E10000019,Upper tier local authority,2020-04-02,14,NA,NA,245,NA,NA
Leicestershire,E10000018,Upper tier local authority,2020-04-02,19,NA,NA,316,NA,NA
Lancashire,E10000017,Upper tier local authority,2020-04-02,94,NA,NA,752,NA,NA
Kent,E10000016,Upper tier local authority,2020-04-02,82,NA,NA,830,NA,NA
Hertfordshire,E10000015,Upper tier local authority,2020-04-02,102,NA,NA,891,NA,NA
Hampshire,E10000014,Upper tier local authority,2020-04-02,87,NA,NA,936,NA,NA
Gloucestershire,E10000013,Upper tier local authority,2020-04-02,31,NA,NA,305,NA,NA
Essex,E10000012,Upper tier local authority,2020-04-02,100,NA,NA,907,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-04-02,17,NA,NA,182,NA,NA
Devon,E10000008,Upper tier local authority,2020-04-02,23,NA,NA,200,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-04-02,26,NA,NA,495,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-04-02,67,NA,NA,700,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-04-02,22,NA,NA,236,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-04-02,32,NA,NA,298,NA,NA
Westminster,E09000033,Upper tier local authority,2020-04-02,17,NA,NA,360,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-04-02,38,NA,NA,531,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-04-02,27,NA,NA,344,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-04-02,26,NA,NA,311,NA,NA
Sutton,E09000029,Upper tier local authority,2020-04-02,29,NA,NA,277,NA,NA
Southwark,E09000028,Upper tier local authority,2020-04-02,40,NA,NA,641,NA,NA
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-02,8,NA,NA,199,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-04-02,28,NA,NA,291,NA,NA
Newham,E09000025,Upper tier local authority,2020-04-02,34,NA,NA,444,NA,NA
Merton,E09000024,Upper tier local authority,2020-04-02,33,NA,NA,335,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-04-02,53,NA,NA,446,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-04-02,41,NA,NA,639,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-02,16,NA,NA,176,NA,NA
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-02,20,NA,NA,263,NA,NA
Islington,E09000019,Upper tier local authority,2020-04-02,22,NA,NA,249,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-04-02,33,NA,NA,321,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-04-02,17,NA,NA,314,NA,NA
Havering,E09000016,Upper tier local authority,2020-04-02,30,NA,NA,235,NA,NA
Harrow,E09000015,Upper tier local authority,2020-04-02,31,NA,NA,447,NA,NA
Haringey,E09000014,Upper tier local authority,2020-04-02,27,NA,NA,286,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-02,22,NA,NA,260,NA,NA
Hackney,E09000012,Upper tier local authority,2020-04-02,38,NA,NA,323,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-04-02,23,NA,NA,303,NA,NA
Enfield,E09000010,Upper tier local authority,2020-04-02,26,NA,NA,342,NA,NA
Ealing,E09000009,Upper tier local authority,2020-04-02,41,NA,NA,488,NA,NA
Croydon,E09000008,Upper tier local authority,2020-04-02,80,NA,NA,650,NA,NA
Camden,E09000007,Upper tier local authority,2020-04-02,25,NA,NA,288,NA,NA
Bromley,E09000006,Upper tier local authority,2020-04-02,37,NA,NA,498,NA,NA
Brent,E09000005,Upper tier local authority,2020-04-02,58,NA,NA,702,NA,NA
Bexley,E09000004,Upper tier local authority,2020-04-02,17,NA,NA,247,NA,NA
Barnet,E09000003,Upper tier local authority,2020-04-02,65,NA,NA,652,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-02,22,NA,NA,207,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-04-02,23,NA,NA,158,NA,NA
Wakefield,E08000036,Upper tier local authority,2020-04-02,17,NA,NA,150,NA,NA
Leeds,E08000035,Upper tier local authority,2020-04-02,30,NA,NA,298,NA,NA
Kirklees,E08000034,Upper tier local authority,2020-04-02,22,NA,NA,173,NA,NA
Calderdale,E08000033,Upper tier local authority,2020-04-02,11,NA,NA,74,NA,NA
Bradford,E08000032,Upper tier local authority,2020-04-02,19,NA,NA,189,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-04-02,17,NA,NA,296,NA,NA
Walsall,E08000030,Upper tier local authority,2020-04-02,48,NA,NA,357,NA,NA
Solihull,E08000029,Upper tier local authority,2020-04-02,25,NA,NA,208,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-04-02,37,NA,NA,346,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-02,30,NA,NA,286,NA,NA
Coventry,E08000026,Upper tier local authority,2020-04-02,20,NA,NA,255,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-04-02,102,NA,NA,1274,NA,NA
Sunderland,E08000024,Upper tier local authority,2020-04-02,37,NA,NA,243,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-02,13,NA,NA,82,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-04-02,14,NA,NA,143,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-02,31,NA,NA,312,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-02,52,NA,NA,881,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-02,15,NA,NA,221,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-02,11,NA,NA,155,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-02,14,NA,NA,219,NA,NA
Wirral,E08000015,Upper tier local authority,2020-04-02,52,NA,NA,209,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-02,32,NA,NA,216,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-02,26,NA,NA,192,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-02,55,NA,NA,450,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-02,22,NA,NA,138,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-02,24,NA,NA,160,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-02,27,NA,NA,201,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-02,18,NA,NA,149,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-02,28,NA,NA,221,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-02,21,NA,NA,230,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-02,9,NA,NA,152,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-02,23,NA,NA,196,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-02,34,NA,NA,290,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-02,8,NA,NA,124,NA,NA
Bolton,E08000001,Upper tier local authority,2020-04-02,17,NA,NA,144,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-02,10,NA,NA,107,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-02,12,NA,NA,104,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-02,24,NA,NA,159,NA,NA
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-02,23,NA,NA,159,NA,NA
Bedford,E06000055,Upper tier local authority,2020-04-02,12,NA,NA,113,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-02,10,NA,NA,138,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-02,17,NA,NA,164,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-02,8,NA,NA,146,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-02,26,NA,NA,183,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-02,28,NA,NA,187,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-02,36,NA,NA,236,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-02,1,NA,NA,27,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-02,17,NA,NA,156,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-04-02,5,NA,NA,96,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-02,12,NA,NA,125,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-04-02,12,NA,NA,175,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-04-02,2,NA,NA,102,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-02,4,NA,NA,103,NA,NA
Slough,E06000039,Upper tier local authority,2020-04-02,3,NA,NA,143,NA,NA
Reading,E06000038,Upper tier local authority,2020-04-02,8,NA,NA,104,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-02,5,NA,NA,92,NA,NA
Bracknell Forest,E06000036,Upper tier local authority,2020-04-02,3,NA,NA,59,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-02,24,NA,NA,193,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-04-02,17,NA,NA,120,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-02,14,NA,NA,117,NA,NA
Luton,E06000032,Upper tier local authority,2020-04-02,23,NA,NA,191,NA,NA
Peterborough,E06000031,Upper tier local authority,2020-04-02,5,NA,NA,61,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-02,12,NA,NA,66,NA,NA
Torbay,E06000027,Upper tier local authority,2020-04-02,2,NA,NA,54,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-02,12,NA,NA,78,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-02,9,NA,NA,117,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-02,6,NA,NA,69,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-02,15,NA,NA,183,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-02,4,NA,NA,61,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-02,9,NA,NA,97,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-02,7,NA,NA,78,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-02,4,NA,NA,59,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-02,20,NA,NA,169,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-02,24,NA,NA,191,NA,NA
Derby,E06000015,Upper tier local authority,2020-04-02,19,NA,NA,260,NA,NA
York,E06000014,Upper tier local authority,2020-04-02,11,NA,NA,62,NA,NA
North Lincolnshire,E06000013,Upper tier local authority,2020-04-02,4,NA,NA,46,NA,NA
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-02,1,NA,NA,37,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-02,7,NA,NA,93,NA,NA
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-02,8,NA,NA,34,NA,NA
Blackpool,E06000009,Upper tier local authority,2020-04-02,18,NA,NA,67,NA,NA
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-02,12,NA,NA,66,NA,NA
Warrington,E06000007,Upper tier local authority,2020-04-02,24,NA,NA,128,NA,NA
Halton,E06000006,Upper tier local authority,2020-04-02,14,NA,NA,78,NA,NA
Darlington,E06000005,Upper tier local authority,2020-04-02,5,NA,NA,37,NA,NA
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-02,13,NA,NA,97,NA,NA
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-02,7,NA,NA,81,NA,NA
Middlesbrough,E06000002,Upper tier local authority,2020-04-02,13,NA,NA,123,NA,NA
Hartlepool,E06000001,Upper tier local authority,2020-04-02,2,NA,NA,25,NA,NA
England,E92000001,Nation,2020-04-01,4075,4077,-2,36756,36754,2
South West,E12000009,Region,2020-04-01,183,NA,NA,1569,NA,NA
South East,E12000008,Region,2020-04-01,546,NA,NA,4823,NA,NA
London,E12000007,Region,2020-04-01,960,NA,NA,11056,NA,NA
East of England,E12000006,Region,2020-04-01,330,NA,NA,2948,NA,NA
West Midlands,E12000005,Region,2020-04-01,411,NA,NA,4258,NA,NA
East Midlands,E12000004,Region,2020-04-01,296,NA,NA,2294,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-04-01,298,NA,NA,2626,NA,NA
North West,E12000002,Region,2020-04-01,617,NA,NA,4554,NA,NA
North East,E12000001,Region,2020-04-01,306,NA,NA,1478,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-04-01,34,NA,NA,355,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-04-01,25,NA,NA,293,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-04-01,29,NA,NA,336,NA,NA
Surrey,E10000030,Upper tier local authority,2020-04-01,92,NA,NA,851,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-04-01,29,NA,NA,219,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-04-01,54,NA,NA,472,NA,NA
Somerset,E10000027,Upper tier local authority,2020-04-01,8,NA,NA,86,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-04-01,42,NA,NA,372,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-04-01,34,NA,NA,368,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-04-01,32,NA,NA,216,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-04-01,54,NA,NA,366,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-04-01,22,NA,NA,252,NA,NA
Lincolnshire,E10000019,Upper tier local authority,2020-04-01,33,NA,NA,231,NA,NA
Leicestershire,E10000018,Upper tier local authority,2020-04-01,45,NA,NA,297,NA,NA
Lancashire,E10000017,Upper tier local authority,2020-04-01,91,NA,NA,658,NA,NA
Kent,E10000016,Upper tier local authority,2020-04-01,111,NA,NA,748,NA,NA
Hertfordshire,E10000015,Upper tier local authority,2020-04-01,84,NA,NA,789,NA,NA
Hampshire,E10000014,Upper tier local authority,2020-04-01,71,NA,NA,849,NA,NA
Gloucestershire,E10000013,Upper tier local authority,2020-04-01,34,NA,NA,274,NA,NA
Essex,E10000012,Upper tier local authority,2020-04-01,108,NA,NA,807,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-04-01,21,NA,NA,165,NA,NA
Devon,E10000008,Upper tier local authority,2020-04-01,25,NA,NA,177,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-04-01,51,NA,NA,469,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-04-01,74,NA,NA,633,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-04-01,13,NA,NA,214,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-04-01,19,NA,NA,266,NA,NA
Westminster,E09000033,Upper tier local authority,2020-04-01,18,NA,NA,343,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-04-01,37,NA,NA,493,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-04-01,25,NA,NA,317,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-04-01,24,NA,NA,285,NA,NA
Sutton,E09000029,Upper tier local authority,2020-04-01,37,NA,NA,248,NA,NA
Southwark,E09000028,Upper tier local authority,2020-04-01,56,NA,NA,601,NA,NA
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-01,15,NA,NA,191,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-04-01,22,NA,NA,263,NA,NA
Newham,E09000025,Upper tier local authority,2020-04-01,40,NA,NA,410,NA,NA
Merton,E09000024,Upper tier local authority,2020-04-01,27,NA,NA,302,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-04-01,35,NA,NA,393,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-04-01,49,NA,NA,598,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-01,9,NA,NA,160,NA,NA
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-01,16,NA,NA,243,NA,NA
Islington,E09000019,Upper tier local authority,2020-04-01,17,NA,NA,227,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-04-01,32,NA,NA,288,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-04-01,22,NA,NA,297,NA,NA
Havering,E09000016,Upper tier local authority,2020-04-01,29,NA,NA,205,NA,NA
Harrow,E09000015,Upper tier local authority,2020-04-01,23,NA,NA,416,NA,NA
Haringey,E09000014,Upper tier local authority,2020-04-01,22,NA,NA,259,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-01,26,NA,NA,238,NA,NA
Hackney,E09000012,Upper tier local authority,2020-04-01,32,NA,NA,285,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-04-01,29,NA,NA,280,NA,NA
Enfield,E09000010,Upper tier local authority,2020-04-01,27,NA,NA,316,NA,NA
Ealing,E09000009,Upper tier local authority,2020-04-01,26,NA,NA,447,NA,NA
Croydon,E09000008,Upper tier local authority,2020-04-01,55,NA,NA,570,NA,NA
Camden,E09000007,Upper tier local authority,2020-04-01,19,NA,NA,263,NA,NA
Bromley,E09000006,Upper tier local authority,2020-04-01,49,NA,NA,461,NA,NA
Brent,E09000005,Upper tier local authority,2020-04-01,55,NA,NA,644,NA,NA
Bexley,E09000004,Upper tier local authority,2020-04-01,29,NA,NA,230,NA,NA
Barnet,E09000003,Upper tier local authority,2020-04-01,37,NA,NA,587,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-01,21,NA,NA,185,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-04-01,33,NA,NA,135,NA,NA
Wakefield,E08000036,Upper tier local authority,2020-04-01,17,NA,NA,133,NA,NA
Leeds,E08000035,Upper tier local authority,2020-04-01,31,NA,NA,268,NA,NA
Kirklees,E08000034,Upper tier local authority,2020-04-01,24,NA,NA,151,NA,NA
Calderdale,E08000033,Upper tier local authority,2020-04-01,6,NA,NA,63,NA,NA
Bradford,E08000032,Upper tier local authority,2020-04-01,21,NA,NA,170,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-04-01,19,NA,NA,279,NA,NA
Walsall,E08000030,Upper tier local authority,2020-04-01,36,NA,NA,309,NA,NA
Solihull,E08000029,Upper tier local authority,2020-04-01,15,NA,NA,183,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-04-01,30,NA,NA,309,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-01,18,NA,NA,256,NA,NA
Coventry,E08000026,Upper tier local authority,2020-04-01,28,NA,NA,235,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-04-01,108,NA,NA,1172,NA,NA
Sunderland,E08000024,Upper tier local authority,2020-04-01,43,NA,NA,206,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-01,9,NA,NA,69,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-04-01,35,NA,NA,129,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-01,41,NA,NA,281,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-01,63,NA,NA,829,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-01,22,NA,NA,206,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-01,17,NA,NA,144,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-01,26,NA,NA,205,NA,NA
Wirral,E08000015,Upper tier local authority,2020-04-01,18,NA,NA,157,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-01,28,NA,NA,184,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-01,29,NA,NA,166,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-01,48,NA,NA,395,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-01,18,NA,NA,116,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-01,13,NA,NA,136,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-01,28,NA,NA,174,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-01,15,NA,NA,131,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-01,33,NA,NA,193,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-01,18,NA,NA,209,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-01,16,NA,NA,143,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-01,22,NA,NA,173,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-01,28,NA,NA,256,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-01,16,NA,NA,116,NA,NA
Bolton,E08000001,Upper tier local authority,2020-04-01,25,NA,NA,127,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-01,15,NA,NA,97,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-01,15,NA,NA,92,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-01,40,NA,NA,135,NA,NA
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-01,14,NA,NA,136,NA,NA
Bedford,E06000055,Upper tier local authority,2020-04-01,11,NA,NA,101,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-01,10,NA,NA,128,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-01,21,NA,NA,147,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-01,13,NA,NA,138,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-01,29,NA,NA,157,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-01,31,NA,NA,159,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-01,52,NA,NA,200,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-01,7,NA,NA,26,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-01,14,NA,NA,139,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-04-01,6,NA,NA,91,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-01,19,NA,NA,113,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-04-01,14,NA,NA,163,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-04-01,14,NA,NA,100,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-01,9,NA,NA,99,NA,NA
Slough,E06000039,Upper tier local authority,2020-04-01,11,NA,NA,140,NA,NA
Reading,E06000038,Upper tier local authority,2020-04-01,14,NA,NA,96,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-01,14,NA,NA,87,NA,NA
Bracknell Forest,E06000036,Upper tier local authority,2020-04-01,10,NA,NA,56,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-01,33,NA,NA,169,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-04-01,10,NA,NA,103,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-01,16,NA,NA,103,NA,NA
Luton,E06000032,Upper tier local authority,2020-04-01,17,NA,NA,168,NA,NA
Peterborough,E06000031,Upper tier local authority,2020-04-01,6,NA,NA,56,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-01,8,NA,NA,54,NA,NA
Torbay,E06000027,Upper tier local authority,2020-04-01,3,NA,NA,52,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-01,8,NA,NA,66,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-01,6,NA,NA,108,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-01,8,NA,NA,63,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-01,17,NA,NA,168,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-01,5,NA,NA,57,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-01,17,NA,NA,88,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-01,4,NA,NA,71,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-01,6,NA,NA,55,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-01,16,NA,NA,149,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-01,33,NA,NA,167,NA,NA
Derby,E06000015,Upper tier local authority,2020-04-01,30,NA,NA,241,NA,NA
York,E06000014,Upper tier local authority,2020-04-01,12,NA,NA,51,NA,NA
North Lincolnshire,E06000013,Upper tier local authority,2020-04-01,8,NA,NA,42,NA,NA
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-01,5,NA,NA,36,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-01,9,NA,NA,86,NA,NA
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-01,5,NA,NA,26,NA,NA
Blackpool,E06000009,Upper tier local authority,2020-04-01,5,NA,NA,49,NA,NA
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-01,8,NA,NA,54,NA,NA
Warrington,E06000007,Upper tier local authority,2020-04-01,17,NA,NA,104,NA,NA
Halton,E06000006,Upper tier local authority,2020-04-01,7,NA,NA,64,NA,NA
Darlington,E06000005,Upper tier local authority,2020-04-01,4,NA,NA,32,NA,NA
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-01,12,NA,NA,84,NA,NA
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-01,11,NA,NA,74,NA,NA
Middlesbrough,E06000002,Upper tier local authority,2020-04-01,23,NA,NA,110,NA,NA
Hartlepool,E06000001,Upper tier local authority,2020-04-01,3,NA,NA,23,NA,NA
England,E92000001,Nation,2020-03-31,3753,3749,4,32681,32677,4
South West,E12000009,Region,2020-03-31,140,NA,NA,1386,NA,NA
South East,E12000008,Region,2020-03-31,469,NA,NA,4277,NA,NA
London,E12000007,Region,2020-03-31,912,NA,NA,10096,NA,NA
East of England,E12000006,Region,2020-03-31,322,NA,NA,2618,NA,NA
West Midlands,E12000005,Region,2020-03-31,412,NA,NA,3847,NA,NA
East Midlands,E12000004,Region,2020-03-31,276,NA,NA,1998,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-03-31,321,NA,NA,2328,NA,NA
North West,E12000002,Region,2020-03-31,556,NA,NA,3937,NA,NA
North East,E12000001,Region,2020-03-31,206,NA,NA,1172,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-03-31,37,NA,NA,321,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-03-31,32,NA,NA,268,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-03-31,20,NA,NA,307,NA,NA
Surrey,E10000030,Upper tier local authority,2020-03-31,64,NA,NA,759,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-03-31,26,NA,NA,190,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-03-31,41,NA,NA,418,NA,NA
Somerset,E10000027,Upper tier local authority,2020-03-31,8,NA,NA,78,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-03-31,51,NA,NA,330,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-03-31,40,NA,NA,334,NA,NA
